time,open,high,low,close,volume
2024-01-02 00:48:00,2003.8104663805739,2005.0908180828571,2003.2103217300162,2004.4906734322994,95
2024-01-02 00:49:00,2004.4906734322994,2005.5685040499677,2003.480573621886,2004.5584042395542,81
2024-01-02 00:50:00,2004.5584042395542,2005.6177237701056,2003.788863069239,2004.8481825997903,157
2024-01-02 00:51:00,2004.8481825997903,2006.1420971469272,2004.1870865787878,2005.4810011259246,183
2024-01-02 00:52:00,2005.4810011259246,2006.5211491854989,2002.9797039101504,2004.0198519697246,118
2024-01-02 00:53:00,2004.0198519697246,2004.328136181367,2003.3912540262404,2003.6995382378827,168
2024-01-02 00:54:00,2003.6995382378827,2004.3129982366486,2002.6148355040136,2003.2282955027795,31
2024-01-02 00:55:00,2003.2282955027795,2003.8219233235513,2001.994758590522,2002.5883864112939,193
2024-01-02 00:56:00,2002.5883864112939,2003.07984928503,2001.8214251990992,2002.3128880728352,32
2024-01-02 00:57:00,2002.3128880728352,2004.254481865569,2001.8679644073,2003.8095582000337,22
2024-01-02 00:58:00,2003.8095582000337,2004.4396309953313,2002.3120050720297,2002.9420778673273,14
2024-01-02 00:59:00,2002.9420778673273,2004.5267440485657,2002.3271144158389,2003.9117805970773,56
2024-01-02 01:00:00,2003.9117805970773,2004.0926105456958,2002.044789368183,2002.2256193168016,169
2024-01-02 01:01:00,2002.2256193168016,2003.1472079260925,2000.968773014229,2001.89036162352,67
2024-01-02 01:02:00,2001.89036162352,2002.2629294609465,2001.6807006822726,2002.053268519699,160
2024-01-02 01:03:00,2002.053268519699,2003.1534761056705,2001.539885101016,2002.6400926869874,90
2024-01-02 01:04:00,2002.6400926869874,2003.8349536359015,2002.1573971699122,2003.3522581188263,29
2024-01-02 01:05:00,2003.3522581188263,2004.8917176384657,2002.607475586742,2004.1469351063815,99
2024-01-02 01:06:00,2004.1469351063815,2004.395046890297,2003.5493751800955,2003.797486964011,54
2024-01-02 01:07:00,2003.797486964011,2004.7554452716759,2002.376298976229,2003.334257283894,65
2024-01-02 01:08:00,2003.334257283894,2004.5235576673833,2003.0043631378276,2004.193663521317,108
2024-01-02 01:09:00,2004.193663521317,2005.2838258750357,2002.9117957097321,2004.001958063451,160
2024-01-02 01:10:00,2004.001958063451,2004.4112487319908,2002.3144284499895,2002.7237191185293,121
2024-01-02 01:11:00,2002.7237191185293,2003.304642829391,2001.0079648156382,2001.5888885264999,52
2024-01-02 01:12:00,2001.5888885264999,2002.9548595062233,1999.3027348071807,2000.6687057869042,146
2024-01-02 01:13:00,2000.6687057869042,2001.655382607314,2000.1793559376815,2001.1660327580914,142
2024-01-02 01:14:00,2001.1660327580914,2002.4047982643324,2000.069776024458,2001.308541530699,55
2024-01-02 01:15:00,2001.308541530699,2002.615712140931,2000.6923080389154,2001.9994786491475,171
2024-01-02 01:16:00,2001.9994786491475,2002.7662483118922,2000.805029198794,2001.5717988615388,170
2024-01-02 01:17:00,2001.5717988615388,2002.3589899357298,2000.9432720746775,2001.7304631488685,124
2024-01-02 01:18:00,2001.7304631488685,2003.2968420609152,2000.7902159113507,2002.3565948233975,66
2024-01-02 01:19:00,2002.3565948233975,2002.6827156026827,2001.720763002165,2002.0468837814503,77
2024-01-02 01:20:00,2002.0468837814503,2002.7107654942663,2001.8402447891046,2002.5041265019206,93
2024-01-02 01:21:00,2002.5041265019206,2002.84901326607,2001.4964850235585,2001.8413717877079,45
2024-01-02 01:22:00,2001.8413717877079,2002.4817288074041,2000.8376266628916,2001.4779836825878,68
2024-01-02 01:23:00,2001.4779836825878,2001.9899365555998,2000.5840108143884,2001.0959636874004,35
2024-01-02 01:24:00,2001.0959636874004,2001.9800291976467,1999.0154032331513,1999.8994687433976,39
2024-01-02 01:25:00,1999.8994687433976,2001.5085261851932,1998.7773593044096,2000.3864167462052,151
2024-01-02 01:26:00,2000.3864167462052,2000.5960727022302,1999.7072677575152,1999.9169237135402,34
2024-01-02 01:27:00,1999.9169237135402,2000.2358269826493,1999.6105140441762,1999.9294173132853,99
2024-01-02 01:28:00,1999.9294173132853,2000.435656468913,1999.9039078503681,2000.410147005996,91
2024-01-02 01:29:00,2000.410147005996,2002.2695238934016,1998.9973928663326,2000.8567697537383,18
2024-01-02 01:30:00,2000.8567697537383,2002.2448572034493,2000.134352453918,2001.522439903629,167
2024-01-02 01:31:00,2001.522439903629,2002.3149246316173,2000.6313947220156,2001.4238794500038,196
2024-01-02 01:32:00,2001.4238794500038,2001.4878280632556,2000.936331161824,2001.0002797750758,131
2024-01-02 01:33:00,2001.0002797750758,2001.600087720581,2000.3207137484071,2000.9205216939124,137
2024-01-02 01:34:00,2000.9205216939124,2001.7239124322052,1998.4290199076859,1999.2324106459787,54
2024-01-02 01:35:00,1999.2324106459787,1999.730755254343,1997.287508959255,1997.7858535676194,170
2024-01-02 01:36:00,1997.7858535676194,1998.814314597034,1995.4361572511643,1996.4646182805789,159
2024-01-02 01:37:00,1996.4646182805789,1997.9858965518383,1993.94785600582,1995.4691342770795,93
2024-01-02 01:38:00,1995.4691342770795,1996.0887207643298,1995.2484163548825,1995.8680028421327,144
2024-01-02 01:39:00,1995.8680028421327,1996.058686627724,1994.773710719623,1994.9643945052144,191
2024-01-02 01:40:00,1994.9643945052144,1995.2126184606293,1994.3389601344777,1994.5871840898926,124
2024-01-02 01:41:00,1994.5871840898926,1997.1228181009776,1993.3472621347928,1995.8828961458778,47
2024-01-02 01:42:00,1995.8828961458778,1996.8975640675012,1994.5126976410772,1995.5273655627007,72
2024-01-02 01:43:00,1995.5273655627007,1996.8080009420364,1994.9825964330669,1996.2632318124026,45
2024-01-02 01:44:00,1996.2632318124026,1996.8764209489163,1994.7181693523023,1995.331358488816,72
2024-01-02 01:45:00,1995.331358488816,1995.6040748598073,1994.8536841171124,1995.1264004881036,179
2024-01-02 01:46:00,1995.1264004881036,1996.0796287350497,1993.2254651997584,1994.1786934467045,46
2024-01-02 01:47:00,1994.1786934467045,1994.6253529010892,1993.3939877241526,1993.8406471785372,179
2024-01-02 01:48:00,1993.8406471785372,1995.173017139652,1993.3459974777313,1994.6783674388462,64
2024-01-02 01:49:00,1994.6783674388462,1995.5189123339014,1992.1150982029023,1992.9556430979576,104
2024-01-02 01:50:00,1992.9556430979576,1993.911603793991,1992.432575927874,1993.3885366239074,110
2024-01-02 01:51:00,1993.3885366239074,1994.1298871434144,1992.8841358166185,1993.6254863361255,33
2024-01-02 01:52:00,1993.6254863361255,1994.227611652359,1992.431104772701,1993.0332300889345,44
2024-01-02 01:53:00,1993.0332300889345,1993.9475124809223,1990.677927018733,1991.592209410721,67
2024-01-02 01:54:00,1991.592209410721,1992.9173871129365,1990.338857991321,1991.6640356935366,21
2024-01-02 01:55:00,1991.6640356935366,1992.494533349224,1990.3062522449468,1991.1367499006342,153
2024-01-02 01:56:00,1991.1367499006342,1992.2857444079884,1990.2194004709083,1991.3683949782626,113
2024-01-02 01:57:00,1991.3683949782626,1991.9079723778318,1990.850575414672,1991.3901528142412,170
2024-01-02 01:58:00,1991.3901528142412,1993.3008055706875,1991.074383413376,1992.9850361698223,173
2024-01-02 01:59:00,1992.9850361698223,1993.8435058835387,1991.8880503641674,1992.7465200778838,76
2024-01-02 02:00:00,1992.7465200778838,1993.4122510839277,1991.0610035384748,1991.7267345445186,165
2024-01-02 02:01:00,1991.7267345445186,1991.9360918624545,1991.6959112640802,1991.905268582016,21
2024-01-02 02:02:00,1991.905268582016,1992.5913010727154,1991.4383423682539,1992.1243748589532,91
2024-01-02 02:03:00,1992.1243748589532,1994.0432029893364,1991.559382077891,1993.4782102082743,136
2024-01-02 02:04:00,1993.4782102082743,1994.7052891168285,1993.0835193356354,1994.3105982441896,98
2024-01-02 02:05:00,1994.3105982441896,1995.855967705017,1993.1210846510967,1994.6664541119242,150
2024-01-02 02:06:00,1994.6664541119242,1996.916256284528,1993.8760525339806,1996.1258547065843,173
2024-01-02 02:07:00,1996.1258547065843,1997.2722166727083,1993.7930324065335,1994.9393943726575,90
2024-01-02 02:08:00,1994.9393943726575,1995.6427546174693,1993.5979013601993,1994.3012616050112,62
2024-01-02 02:09:00,1994.3012616050112,1994.9317221363028,1992.7468652892605,1993.3773258205522,120
2024-01-02 02:10:00,1993.3773258205522,1993.601896669199,1992.7642359604088,1992.9888068090556,175
2024-01-02 02:11:00,1992.9888068090556,1993.5910437051823,1991.0147098716445,1991.6169467677712,197
2024-01-02 02:12:00,1991.6169467677712,1992.852311628337,1991.014070601921,1992.2494354624869,164
2024-01-02 02:13:00,1992.2494354624869,1992.302378037215,1991.975131366338,1992.0280739410662,56
2024-01-02 02:14:00,1992.0280739410662,1992.4104501823201,1990.180753984823,1990.563130226077,49
2024-01-02 02:15:00,1990.563130226077,1991.031358398732,1989.0841149159817,1989.5523430886367,118
2024-01-02 02:16:00,1989.5523430886367,1990.6257320893042,1988.7908301928617,1989.8642191935292,86
2024-01-02 02:17:00,1989.8642191935292,1991.478989415411,1989.0833280059514,1990.6980982278333,126
2024-01-02 02:18:00,1990.6980982278333,1993.0516710980305,1990.3319695520177,1992.685542422215,185
2024-01-02 02:19:00,1992.685542422215,1996.3745590316364,1991.8997316171033,1995.5887482265248,114
2024-01-02 02:20:00,1995.5887482265248,1996.5283583104158,1995.062633543736,1996.002243627627,77
2024-01-02 02:21:00,1996.002243627627,1996.5487260397001,1994.4682010616848,1995.014683473758,175
2024-01-02 02:22:00,1995.014683473758,1995.4193584913307,1992.4832766382328,1992.8879516558056,93
2024-01-02 02:23:00,1992.8879516558056,1994.182775801328,1991.8598869841958,1993.1547111297182,124
2024-01-02 02:24:00,1993.1547111297182,1993.2271550714822,1992.2721085009596,1992.3445524427236,35
2024-01-02 02:25:00,1992.3445524427236,1992.9870262925028,1991.288311205626,1991.9307850554053,106
2024-01-02 02:26:00,1991.9307850554053,1993.1595342420512,1990.0924086400191,1991.321157826665,90
2024-01-02 02:27:00,1991.321157826665,1991.615608511318,1990.886527206537,1991.18097789119,33
2024-01-02 02:28:00,1991.18097789119,1992.8407866454359,1990.5824489161203,1992.2422576703661,50
2024-01-02 02:29:00,1992.2422576703661,1992.476792617401,1992.164162119617,1992.398697066652,143
2024-01-02 02:30:00,1992.398697066652,1993.6447364765982,1990.9946257353931,1992.2406651453393,44
2024-01-02 02:31:00,1992.2406651453393,1992.8048413182912,1990.6448532116924,1991.2090293846443,35
2024-01-02 02:32:00,1991.2090293846443,1991.824445106575,1988.9262917622877,1989.5417074842185,20
2024-01-02 02:33:00,1989.5417074842185,1990.6771812864863,1987.9224687480603,1989.057942550328,15
2024-01-02 02:34:00,1989.057942550328,1989.9177805812692,1988.1446162144491,1989.0044542453902,92
2024-01-02 02:35:00,1989.0044542453902,1991.0112594834666,1988.755859243766,1990.7626644818424,102
2024-01-02 02:36:00,1990.7626644818424,1991.2318728779408,1990.4231289124848,1990.8923373085831,128
2024-01-02 02:37:00,1990.8923373085831,1992.6653305931507,1990.0976083050489,1991.8706015896164,118
2024-01-02 02:38:00,1991.8706015896164,1992.2194419848272,1991.024495082289,1991.3733354774997,111
2024-01-02 02:39:00,1991.3733354774997,1991.6190222033815,1989.9478160413762,1990.193502767258,199
2024-01-02 02:40:00,1990.193502767258,1990.769091030743,1988.6575299489693,1989.2331182124544,57
2024-01-02 02:41:00,1989.2331182124544,1989.2409876838087,1988.5039268882174,1988.5117963595717,145
2024-01-02 02:42:00,1988.5117963595717,1991.868711512945,1987.2711247917691,1990.6280399451425,25
2024-01-02 02:43:00,1990.6280399451425,1991.2953378754812,1989.1432043371533,1989.810502267492,171
2024-01-02 02:44:00,1989.810502267492,1990.8815366057818,1989.5736852410184,1990.6447195793082,78
2024-01-02 02:45:00,1990.6447195793082,1990.9636231713587,1989.427112377646,1989.7460159696964,75
2024-01-02 02:46:00,1989.7460159696964,1990.8278454534834,1989.5909833313851,1990.6728128151722,35
2024-01-02 02:47:00,1990.6728128151722,1991.2154672866084,1990.5133140549826,1991.0559685264188,106
2024-01-02 02:48:00,1991.0559685264188,1992.057918114866,1989.898081527457,1990.900031115904,85
2024-01-02 02:49:00,1990.900031115904,1992.3859234615597,1989.373561712973,1990.8594540586287,195
2024-01-02 02:50:00,1990.8594540586287,1991.7456523371018,1989.3214606432318,1990.207658921705,43
2024-01-02 02:51:00,1990.207658921705,1991.2120976173587,1989.6471083819622,1990.651547077616,89
2024-01-02 02:52:00,1990.651547077616,1991.0766696879666,1989.7735676827479,1990.1986902930985,181
2024-01-02 02:53:00,1990.1986902930985,1990.4148939856102,1988.7628871076545,1988.9790908001662,163
2024-01-02 02:54:00,1988.9790908001662,1990.394245970419,1986.2930400725784,1987.7081952428312,155
2024-01-02 02:55:00,1987.7081952428312,1988.4010444253797,1987.1868732695107,1987.8797224520592,109
2024-01-02 02:56:00,1987.8797224520592,1990.887866602861,1986.441100045517,1989.449244196319,175
2024-01-02 02:57:00,1989.449244196319,1990.7597859332977,1988.297850056691,1989.6083917936699,52
2024-01-02 02:58:00,1989.6083917936699,1989.7042042299233,1989.3945574528082,1989.4903698890616,163
2024-01-02 02:59:00,1989.4903698890616,1990.1066074284752,1989.1584565257488,1989.7746940651623,120
2024-01-02 03:00:00,1989.7746940651623,1991.4049172059783,1989.4437955323729,1991.074018673189,76
2024-01-02 03:01:00,1991.074018673189,1991.8580103071647,1990.5084304385218,1991.2924220724976,51
2024-01-02 03:02:00,1991.2924220724976,1991.8656713300159,1990.3100346745882,1990.8832839321065,109
2024-01-02 03:03:00,1990.8832839321065,1993.775817526184,1989.0919961880595,1991.984529782137,10
2024-01-02 03:04:00,1991.984529782137,1992.5800350930615,1991.8160625674425,1992.411567878367,145
2024-01-02 03:05:00,1992.411567878367,1994.6309898606287,1991.722074898051,1993.9414968803128,54
2024-01-02 03:06:00,1993.9414968803128,1994.9682921060269,1993.097381028616,1994.12417625433,83
2024-01-02 03:07:00,1994.12417625433,1994.7214206751312,1992.3060601839145,1992.9033046047157,46
2024-01-02 03:08:00,1992.9033046047157,1993.544652410326,1990.8986523044043,1991.5400001100147,98
2024-01-02 03:09:00,1991.5400001100147,1993.3654005379035,1991.3585441892947,1993.1839446171834,80
2024-01-02 03:10:00,1993.1839446171834,1995.542692457166,1992.542988197477,1994.9017360374594,45
2024-01-02 03:11:00,1994.9017360374594,1995.7041726744633,1993.9202378053408,1994.7226744423447,178
2024-01-02 03:12:00,1994.7226744423447,1995.4516460143025,1993.6115266513725,1994.3404982233303,154
2024-01-02 03:13:00,1994.3404982233303,1996.6241474771002,1993.5141577385182,1995.797806992288,83
2024-01-02 03:14:00,1995.797806992288,1996.9597587613828,1993.531135550962,1994.6930873200567,20
2024-01-02 03:15:00,1994.6930873200567,1995.664852456262,1992.8289692839764,1993.8007344201817,170
2024-01-02 03:16:00,1993.8007344201817,1995.0688383534489,1993.1739632047763,1994.4420671380435,142
2024-01-02 03:17:00,1994.4420671380435,1994.572973095104,1993.9176526525134,1994.048558609574,115
2024-01-02 03:18:00,1994.048558609574,1994.4074843273304,1993.6845262663421,1994.0434519840985,124
2024-01-02 03:19:00,1994.0434519840985,1994.5540324788392,1993.36991536857,1993.8804958633107,11
2024-01-02 03:20:00,1993.8804958633107,1994.9159491001824,1993.181584280814,1994.2170375176856,100
2024-01-02 03:21:00,1994.2170375176856,1996.0282216783826,1993.8092655109033,1995.6204496716002,45
2024-01-02 03:22:00,1995.6204496716002,1995.9360588917039,1995.395226997819,1995.7108362179226,133
2024-01-02 03:23:00,1995.7108362179226,1996.4778871527722,1995.586343096875,1996.3533940317245,186
2024-01-02 03:24:00,1996.3533940317245,1996.4136930031414,1994.2466610441866,1994.3069600156034,110
2024-01-02 03:25:00,1994.3069600156034,1994.8115270476992,1993.7538132594825,1994.2583802915783,124
2024-01-02 03:26:00,1994.2583802915783,1994.270474179734,1993.4054768868991,1993.4175707750549,136
2024-01-02 03:27:00,1993.4175707750549,1993.6165815980771,1992.0037582669631,1992.2027690899854,186
2024-01-02 03:28:00,1992.2027690899854,1992.6432899331714,1990.8875194582602,1991.3280403014462,17
2024-01-02 03:29:00,1991.3280403014462,1991.393377876762,1990.9300280379355,1990.9953656132514,68
2024-01-02 03:30:00,1990.9953656132514,1992.6560028346646,1990.2465072504299,1991.9071444718431,60
2024-01-02 03:31:00,1991.9071444718431,1992.7990158585767,1989.694247519689,1990.5861189064226,146
2024-01-02 03:32:00,1990.5861189064226,1990.995051490374,1990.207673634451,1990.6166062184025,95
2024-01-02 03:33:00,1990.6166062184025,1991.0396979882355,1989.7116165914608,1990.1347083612939,156
2024-01-02 03:34:00,1990.1347083612939,1990.9455274380084,1988.9978324855363,1989.8086515622508,99
2024-01-02 03:35:00,1989.8086515622508,1991.1192563627549,1989.495694859853,1990.8062996603571,195
2024-01-02 03:36:00,1990.8062996603571,1991.627605870328,1990.5206352513524,1991.3419414613231,155
2024-01-02 03:37:00,1991.3419414613231,1993.7481981721976,1990.2672932223397,1992.6735499332142,13
2024-01-02 03:38:00,1992.6735499332142,1993.6236580979914,1991.5695020782591,1992.5196102430364,197
2024-01-02 03:39:00,1992.5196102430364,1993.3567947437627,1990.9890860916314,1991.8262705923578,190
2024-01-02 03:40:00,1991.8262705923578,1992.7924549718086,1990.6371422767238,1991.6033266561747,18
2024-01-02 03:41:00,1991.6033266561747,1992.0349383942412,1991.4131936262079,1991.8448053642744,84
2024-01-02 03:42:00,1991.8448053642744,1993.1576386008398,1990.7078254911098,1992.0206587276753,194
2024-01-02 03:43:00,1992.0206587276753,1992.7740553836682,1990.187200350699,1990.9405970066919,169
2024-01-02 03:44:00,1990.9405970066919,1992.0304854483277,1989.9407884549846,1991.0306768966204,98
2024-01-02 03:45:00,1991.0306768966204,1992.0094468532836,1990.2791117432787,1991.257881699942,113
2024-01-02 03:46:00,1991.257881699942,1994.3819899293342,1990.6402434801569,1993.7643517095491,15
2024-01-02 03:47:00,1993.7643517095491,1996.1241518938002,1993.2755444651339,1995.635344649385,117
2024-01-02 03:48:00,1995.635344649385,1996.3802545814412,1994.0390534233472,1994.7839633554036,136
2024-01-02 03:49:00,1994.7839633554036,1995.2579564798948,1994.0233363704358,1994.497329494927,78
2024-01-02 03:50:00,1994.497329494927,1995.4411828635025,1992.0940605440844,1993.0379139126599,68
2024-01-02 03:51:00,1993.0379139126599,1993.0723660082067,1992.4148110796914,1992.4492631752382,167
2024-01-02 03:52:00,1992.4492631752382,1993.145659215556,1992.0672806133493,1992.763676653667,95
2024-01-02 03:53:00,1992.763676653667,1995.3788181175412,1991.3500258373267,1993.9651673012008,60
2024-01-02 03:54:00,1993.9651673012008,1994.3135532765268,1992.8898974376234,1993.2382834129494,81
2024-01-02 03:55:00,1993.2382834129494,1993.7409397318747,1992.0836922303733,1992.5863485492987,103
2024-01-02 03:56:00,1992.5863485492987,1992.832136537454,1990.20123115762,1990.4470191457754,59
2024-01-02 03:57:00,1990.4470191457754,1991.1777904145918,1989.5543589286262,1990.2851301974426,116
2024-01-02 03:58:00,1990.2851301974426,1990.5889788315847,1988.9240277602848,1989.2278763944269,173
2024-01-02 03:59:00,1989.2278763944269,1989.7506618399507,1988.1785031150137,1988.7012885605375,151
2024-01-02 04:00:00,1988.7012885605375,1989.635117743239,1986.895552298121,1987.8293814808226,53
2024-01-02 04:01:00,1987.8293814808226,1988.1479107909413,1987.4171632332454,1987.7356925433642,99
2024-01-02 04:02:00,1987.7356925433642,1988.6447237272714,1985.0797116288088,1985.988742812716,113
2024-01-02 04:03:00,1985.988742812716,1986.910450478784,1983.6102674753763,1984.5319751414443,139
2024-01-02 04:04:00,1984.5319751414443,1987.65991265462,1983.5168171166674,1986.6447546298432,153
2024-01-02 04:05:00,1986.6447546298432,1987.2961694691212,1984.7145141315252,1985.3659289708032,102
2024-01-02 04:06:00,1985.3659289708032,1987.2475233981866,1982.3955741839948,1984.277168611378,69
2024-01-02 04:07:00,1984.277168611378,1987.1143530905874,1983.2624569196494,1986.0996413988587,135
2024-01-02 04:08:00,1986.0996413988587,1989.710448498769,1985.3737107304826,1988.9845178303929,33
2024-01-02 04:09:00,1988.9845178303929,1989.232627742229,1987.5712939753864,1987.8194038872225,138
2024-01-02 04:10:00,1987.8194038872225,1988.3770598086267,1986.8957417549364,1987.4533976763405,180
2024-01-02 04:11:00,1987.4533976763405,1988.9561968916444,1986.2900113311425,1987.7928105464464,144
2024-01-02 04:12:00,1987.7928105464464,1990.7880377779068,1986.5157296895652,1989.5109569210256,92
2024-01-02 04:13:00,1989.5109569210256,1990.695455842647,1987.3447765141802,1988.5292754358018,166
2024-01-02 04:14:00,1988.5292754358018,1989.4379983377212,1987.3766814452465,1988.285404347166,111
2024-01-02 04:15:00,1988.285404347166,1989.1553900390377,1988.188203133661,1989.0581888255329,112
2024-01-02 04:16:00,1989.0581888255329,1990.2812642778974,1988.2675008834892,1989.4905763358538,171
2024-01-02 04:17:00,1989.4905763358538,1989.5934524898544,1989.0135207023814,1989.116396856382,46
2024-01-02 04:18:00,1989.116396856382,1989.1213807738143,1988.978318212452,1988.9833021298844,158
2024-01-02 04:19:00,1988.9833021298844,1989.674658048434,1986.9246238088267,1987.6159797273763,139
2024-01-02 04:20:00,1987.6159797273763,1988.4201526598451,1986.5751078251697,1987.3792807576385,110
2024-01-02 04:21:00,1987.3792807576385,1988.3344378896095,1986.159417136519,1987.11457426849,24
2024-01-02 04:22:00,1987.11457426849,1988.1390481977112,1986.3207744249605,1987.3452483541816,155
2024-01-02 04:23:00,1987.3452483541816,1988.1525166939632,1985.9861665595993,1986.7934348993808,51
2024-01-02 04:24:00,1986.7934348993808,1987.4666857722984,1986.5886088469108,1987.2618597198284,180
2024-01-02 04:25:00,1987.2618597198284,1988.8228615580013,1986.7071236414,1988.2681254795727,160
2024-01-02 04:26:00,1988.2681254795727,1988.4254733040968,1988.2652952440324,1988.4226430685565,79
2024-01-02 04:27:00,1988.4226430685565,1988.9725805948244,1988.2224257459413,1988.7723632722093,92
2024-01-02 04:28:00,1988.7723632722093,1989.7164695614863,1987.8811139260438,1988.8252202153208,14
2024-01-02 04:29:00,1988.8252202153208,1989.1223851578095,1988.5281391943865,1988.8253041368753,104
2024-01-02 04:30:00,1988.8253041368753,1989.7686606818133,1987.1644211541807,1988.1077776991187,21
2024-01-02 04:31:00,1988.1077776991187,1989.4596893957116,1987.0704783541405,1988.4223900507334,197
2024-01-02 04:32:00,1988.4223900507334,1988.7726068442541,1987.975449831944,1988.3256666254647,131
2024-01-02 04:33:00,1988.3256666254647,1991.2387305688105,1987.493552818726,1990.4066167620717,54
2024-01-02 04:34:00,1990.4066167620717,1992.3066152993335,1990.0724262290112,1991.972424766273,162
2024-01-02 04:35:00,1991.972424766273,1992.4945454329293,1991.8346019460585,1992.3567226127147,13
2024-01-02 04:36:00,1992.3567226127147,1993.003318104846,1990.9499860398469,1991.596581531978,114
2024-01-02 04:37:00,1991.596581531978,1992.0062743442954,1990.0791512772312,1990.4888440895486,31
